id,lan_code,sentence
794788,pes,از چه کشوری هستید؟
10778988,pes,تاختن به دوستانت هیچ دردی را دوا نمی‌کند، تنها مسئول تو هستی.
6941987,pes,آفتاب دوستم را برنزه می‌کند.
653662,pes,او برای ناراحت کردن من عمداً گلدان را شکست.
7738801,pes,چاه‌های کوچک به آسانی تهی می‌شوند.
3033664,pes,رادیو توسط مارکونی اختراع شد.
5159295,pes,شیوه ی جدید محاسبه فراتر از درک او است.
786957,pes,در تمیز کردن آشپزخانه به مادرم کمک کردم.
10729532,pes,تقصیر من است.
6835171,pes,گول ظاهر را نخور.
7592702,pes,حد و مرزی وجود دارد که خوددار بودن دیگر فضیلت محسوب نمی‌شود.
9984260,pes,عقل سلیم غالب شد.
798815,pes,لبخندی زد و گفت تا دیدار بعدی.
9888826,pes,او خیلی خام به نظر می‌رسد.
9502036,pes,او به دلیل رفتار دخترش خشمگین شد.
8324664,pes,ما مجبوریم آب و غذا را جیره‌بندی کنیم.
726149,pes,آنها هر یک شنبه در کلیسا حاضر می شوند.
785867,pes,هدف وسیله را توجیح می‌کند.
677439,pes,آیا می خواهید با ما بروید؟
786929,pes,چه‌کسی می‌تواند آینده را بخواند؟
2566553,pes,کشور ما در بحران است.
402865,pes,دکتر خوبی کسی است که به راهنمایی های خودش عمل کند.
700591,pes,آنقدر سریع نروید.
714135,pes,او خلق بدی دارد.
8411942,pes,من تو را بر می‌گزینم.
10708996,pes,این به من کُمَکی نخواهد کرد.
8166921,pes,شراب شیر پیرمرد است.
8183891,pes,در عشق پیش از آنکه حق داشته باشی یکبار دریافت کنی، باید سه بار عطا کنی.
717559,pes,آیا نمک بیشتری اضافه بکنیم؟
10709060,pes,او در کُمُد پنهان شده است.
726143,pes,به یاد نمی آورم که نامه را پست کرده باشم.
653945,pes,او از هیچ چیزی هراس ندارد.
1438213,pes,مردم وقتی در خانه هستند، بیشترین احساس راحتی را می‌کنند.
2171618,pes,شیشه از طریق جاده ابریشم از پارس وارد شد.
667978,pes,من برای نوشیدن آبجو با دوستانم بیرون رفتم.
10322777,pes,یک جرعه از نوشیدنی‌ات به من بده.
857914,pes,من فکر می کنم جواب شما صحیح است.
654566,pes,من شوهر کرده ام.
8169634,pes,وقتی آدم نمی‌خواهد چیزی را ببیند، هیچ چیز نمی‌بیند، حتی اگر چشم داشته باشد.
774067,pes,غذا خوردن با یک خانواده در پکن، اسکی کردن با یک دوست خوب در لهستان، زندگی کردن با دوست‌دختری در بلگراد - مسلماً بدون اسپرانتو من نمی‌توانستم به اینها دست یابم.
6924638,pes,او تقریباً برادرم است.
7525275,pes,من در مقابل هر چیزی می‌توانم مقاومت کنم غیر از وسوسه.
7269772,pes,آهنی که استفاده نشود زنگ می‌زند.
667508,pes,آیا در فراگیری انگلیسی پیشرفتی دارید؟.
828053,pes,او دماغی کشیده دارد.
9845751,pes,وضعیت غیر شفاف بود، هرج و مرج محض حکمفرما بود.
6830327,pes,من این سؤال را دوست دارم.
730872,pes,سخنگو دانه می افشاند، شنونده برداشت می کند.
791617,pes,خانه‌ی خود آدم خیلی باارزش است.
672803,pes,یکهو شروع کرد به خندیدن.
7526320,pes,اکثریت آدمها روی تخت می‌میرند، به این دلیل توصیه شده است از آن اجتناب کنند.
8296489,pes,نان خشک سخت نیست، بی نانی سخت است.
794789,pes,فقط 15 دقیقه طول می‌کشد، نه؟
650129,pes,فردا صبح زود برای کوه نوردی بیدار شویم، موافقید؟
700564,pes,شاید برف بیاید.
729182,pes,آشما می توانید از انگلیسی به ژاپنی ترجمه کنید؟
974084,pes,من بالش سفتی میخواهم.
798587,pes,با دهان پر صحبت نکنید.
677778,pes,درکیوتو بناهای قدیمی معروف بسیاری وجود دارد.
7896094,pes,تام در موارد حرفه‌ای مو را از ماست می‌کشد.
795494,pes,او روی درب می‌زد.
798573,pes,گاهی از قیجی برای باز کردن جعبه‌ها استفاده می‌کنم.
717785,pes,بالاخره گریختم.
7558323,pes,ای کاش ایستادگی را نیز مانند ایستادن به آسانی فرا می‌گرفتیم.
8354827,pes,یک دل شاد و صاف بهترین هدیه است.
711550,pes,تا دیدار بعدی، سایوکو.
7448867,pes,مادرم تلاش کرد زوج را آشتی دهد.
7105117,pes,هر چه به هدف نزدیکتر می‌شویم سختی‌ها بیش‌تر می‌شوند.
684843,pes,هنگامی که حضور نداشتیدد، چه کسی از آن سگ مواظبت می کرد؟
624485,pes,آیا شما واقعاً وضع برخورد او را در این مورد تصدیق می کنید؟!
9382895,pes,سکوت مناسبترین رفتار برای کسی است که از خودش مطمئن نیست.
654575,pes,طبق اطلاع من او تنبلی نمی کند.
739840,pes,شما نمی‌توانید نسبت به سلامتی‌تان بی‌توجه باشید.
787275,pes,به نظر می‌رسید حوصله‌شان سرمی‌رود.
10083744,pes,تو گرایش به فراموش کردن داری.
7187307,pes,برده داری جنایت علیه بشریت است.
8167353,pes,ما می‌خواهیم فشار خونتان را اندازه بگیریم.
844381,pes,آیا می خواهید بیایید؟
7545987,pes,کتاب‌های قدیمی برای نویسندگان هستند، کتاب‌های جدید برای خوانندگان.
7963879,pes,هر کس اجازه دارد مشارک کند.
8195307,pes,تندرستی مهمتر از پول است.
8143561,pes,برف تمام شهر را پوشاند.
699401,pes,ناپلئون سپاهیان خود را به سوی روسیه هدایت کرد.
3033678,pes,فقر موجب تضعیف حس آزادی خواهی انسان می گردد.
667568,pes,من قهوه را بر چای ترجیح می دهم.
6932419,pes,در این فصل بسیار برف بارید.
724762,pes,آیا شما ژاپنی هستید؟
3851003,pes,باید تام را پیدا کنیم.
4101227,pes,نسبت به من بسیار بی تحمل هستید.
9872539,pes,کسی را که مغزش بود پرشتاب / فراوان سخن باشد و دیر یاب.
8563332,pes,مردم محله ی ما خوش حال بودند.
8118977,pes,آنکه چیزهای زیادی را شروع کند، تعداد کمی از آنها را خاتمه می‌دهد.
657605,pes,ما جهت کل گیتی صلح آرزو می نمائیم.
780721,pes,آنها نسبت به برنامه 30 دقیقه تاخیر دارند.
10180108,pes,موسیقی الهام بالاتری نسبت به دانایی و حکمت است.
9871160,pes,پنهان‌کاری، فضیلت شاه و کلفت.
10663056,pes,وین پایتخت اتریش است.
10705611,pes,او توسط یک بهمن مدفون شد.
7958514,pes,من نمی‌توانم به یاد بیاورم دیروز عصر چه خورده‌ام.
4594904,pes,شش پیام نخوانده داری.
682661,pes,آیا ما می توانیم از آزمایشگاه زبان استفاده کنیم؟
10743021,pes,آنها چند گام به جلو برداشتند.
938535,pes,سروصدای ترافیک سنگین تمام شب مرا بیدار نگاه داشت.
4294258,pes,یونان تنها نیست!
699220,pes,ما آن هنرمند را تحسین کردیم.
10098459,pes,امروز لایهٔ اوزون نازکتر می‌شود.
8604414,pes,فردا همدیگر را خواهیم دید.
8175871,pes,یک خر، خر می‌ماند، حتی با یک زین طلایی.
713823,pes,او آهنگ ساز مشهوری است.
8239025,pes,کلید را به راست بچرخانید.
1793856,pes,من یک دانشجوی فقیرم و نمی توانم پولی به تو بدهم.
9929098,pes,او قواعد را جداگانه توضیح داد.
708700,pes,او تصمیم گرفت ملک اش را به آن شرکت اجاره دهد.
4714579,pes,من این ساعت را می خریدم، اگر که گران نبود.
791030,pes,آن را به اسپرانتو بگوئید.
10322769,pes,من عاشق جمع آوری صدف هستم!
6946728,pes,چه از من می‌خواهید؟
2082014,pes,تام در حالیکه لبخند می زد، سلام کرد.
699196,pes,اتوبوس بعدی را می گیرم.
9859962,pes,به خاطر خدا، کمکم کن!
9872263,pes,شیر را بر گردن ار زنجیر بود / بر همه زنجیر سازان میر بود.
691601,pes,او موسیقی پاپ روسی را دوست دارد.
730921,pes,او شاد و سوت زنان برای خود در خیابان می رفت.
8352634,pes,او پیشنهاد کرد یک سور بدهد.
888373,pes,سلام مرا به مادرت برسان.
735190,pes,اگر ضروری است می‌آیم.
624483,pes,تمام ملل برای مرگ قهرمانانشان سوگواری می کنند.
791578,pes,تنیس بازی خواهم کرد.
9888812,pes,غنچه‌ها الهام قبلی از زیبایی آینده هستند.
631802,pes,مسافرت ما بدون حضور شما خوب نخواهد بود.
756739,pes,من ترجیح می دادم که به طور خصوصی با شما سخن بگویم.
7939054,pes,وفاداری را هرگز نمی‌توان به اندازهٔ کافی تلافی کرد، خیانتکاری را هرگز نمی‌توان به اندازه کافی مجازات کرد.
637964,pes,عضویت او را ملغی ساختند، زیرا شهریه اش را به موقع نپرداخت.
4639687,pes,میدونم میگی نه.
610700,pes,من هرگز دیگر او را نخواهم دید.
674439,pes,او حق دارد فردا بعد از ظهر بیاید.
1085096,pes,لطفاً یک نوشیدنی خنک به من بدهید.
3495689,pes,میلی کتاب دارد.
3040884,pes,از ترس عقرب جراره به نیش مار غاشیه پناه بردن
798945,pes,آیا با من حرف می‌زنید؟
1081138,pes,چرا باید تحمل کنم؟
699364,pes,ماکارونی ها را کاملاً با آب بپوشانید.
674395,pes,چی چیزی شما را وادار ساخت به آن فکر کنید؟
724987,pes,آنجا دربی را می بینید، که آقای جونز ساخته است.
9948982,pes,هیچکس نمی‌تواند از مرگ جلوگیری کند.
7562099,pes,یک معلم خوب تا آخر عمر دانش‌آموز می‌ماند.
1785447,pes,فكر و ذكرمان شد كسب آبرو، چه آبرويي، مملكت‌رو تعطيل كنيد، دارالايتام داير كنيد درست‌تره. مردم نان شب ندارند، شراب از فرانسه مي‌آيد، قحطي است، دوا نيست، مرض بيداد مي‌كند، نفوس حق‌النفس مي‌دهند، باران رحمت از دولتي سرقبله عالم است و سيل و زلزله از معصيت مردم. ميرغضب بيشتر داريم تا سلماني. سر بريدن از ختنه سهل‌تر. ريخت مردم از آدميزاد برگشته، سالك بر پيشاني همه مهر نكبت زده، چشم‌ها خمار از تراخم است، چهره‌ها تكيده از ترياك.
724573,pes,برای من، ویرایش کردن از تالیف کردن آسان تر است.
1583149,pes,آقای آنتون به سردی با آنها صحبت کرد.
717538,pes,او صحیت اش را با آنها قطع کرد.
714140,pes,آیا این امکان وجود دارد تا فردا این کار را به تاخیر بیفتد؟
741106,pes,ما ساعت سه و نیم دوباره اینجا خواهیم بود.
3725962,pes,تام شجاع بود.
729045,pes,پسر من استععداد موسیقی دارد.
739899,pes,فرض کنید دو میلیون ین داشتید، چه‌کار می‌کردید؟
637956,pes,برنج انسان را چاق می کند، زیاد نخورید!
7450056,pes,او سخت در دردسر است.
792689,pes,باب به دوست‌اش شکایت کرد.
9997405,pes,حسادت یرقان روح است.
629157,pes,او مانند فقرا زندگی می کند، هرچند فردی بسیار ثروتمند است.
6538232,pes,فکر می کنم که او هرگز بر نگردد.
9983324,pes,نرخ روزانه چیست؟
798842,pes,آیا می‌توانیم با هم‌دیگر حرف بزنیم؟
730754,pes,او هنوز عاشق او بود.
736457,pes,مرا در ناامیدی رها کردید.
732091,pes,معلوم شد که آن شهرت کاذب بوده است.
753568,pes,پیروزی با خشونت به دست آمده یک شکست است، چرا که لحظه ای است.
790987,pes,او دیگر کاغذی نداشت.
7946531,pes,ما در تلویزیون برای محصولاتمان تبلیغ می‌کنیم.
730736,pes,او در شیمی ضعیف است.
8484964,pes,پدر و مادر ارزشمندترین گوهرهای دنیا هستند.
8282778,pes,او آسان یاد می‌گیرد، اما زود فراموش می‌کند.
726392,pes,کنجی بازیکن تنیس است
9868522,pes,اغراق یک واقعیت است که صبر را از دست داده است.
7551367,pes,دادن را می‌توان آموخت، گرفتن را باید بلد بود.
720481,pes,آنها نوبتی نگهبانی می دادند.
7796776,pes,من فقط خواستم تو را گیج کنم.
4226714,pes,با کودکان لجباز و بهانه گیر در آرامش صحبت کنید
7523274,pes,به هر دسته یک کد اختصاص داده می‌شود.
1567091,pes,اگر برایت اهمیت دارد، می توانی با ما بیایی.
699289,pes,من داوطلبانه به او یاری خواهم رساند.
729454,pes,آرام کار کنید، و اشتباهی نخواهید کرد.
686424,pes,توسط زنبور نیش زده شده بودم.
7846188,pes,و هنگامی که خلاء منفجر می‌شود آن را سیاهچاله می‌نامند.
672658,pes,هیچ گناه کوچکی هم برای مدت مدیدی راز باقی نمی ماند.
1787349,pes,حافظ، شاعر ایرانی: باده نوشی که در او روی و ریایی نبود، بهتر از زهدفروشی که در او روی و ریاست.
736364,pes,من به گرده حساسیت دارم.
6832437,pes,علاج واقعه قبل از وقوع باید کرد.
8159596,pes,یک دولتمرد یک سیاستمدار است که از ده یا پانزده سال قبل مرده است.
790158,pes,با کمی صبر بیشتر موفق می‌شدید.
714448,pes,زبان او در پس گونه اش پنهان نمی شود.
657894,pes,آنها آن ده را آمستردام نو نامیدند.
7980792,pes,وقتی همگی می‌روند، یک دوست واقعی می‌آید.
650228,pes,نه، هنوز نروید.
691636,pes,به آن دلیل او آن را درست کرد.
960852,pes,چهل یورو برای یک روسری؟ ازرانتر از آن ندارید؟
2188362,pes,هر عدد زوج مجموع دو عدد اولیه است.
735216,pes,من سفر هوائی را دوست ندارم.
588430,pes,پدرم به مدت یک سال بیکار بوده است.
2099832,pes,خوشنودی و رضایت خیلی بهتر از ثروت است
3843829,pes,در آسمان ابری نبود.
7783867,pes,کمبود خواب برای بدن مضر است.
699422,pes,بر روی چهره او چروک های کوچکی است که به سختی دیده می شود.
8421901,pes,آیا لطفاً کسی می‌تواند درب را بگشاید؟
677406,pes,اما من قادرم به خوبی آشپزی کنم.
10732299,pes,شما باید این رل را بپذیرید.
7963703,pes,این کتاب قدیمی است.
7291338,pes,بزرگی‌‌ات را بنا بر سایه‌ات قضاوت نکن.
792702,pes,او رئیس بخش بازاریابی است.
736434,pes,من عروسک‌های کشورهای گوناگون را جمع‌آوری می‌کنم.
9335774,pes,تو شنا می‌کنی.
776102,pes,ما همه بخاطر از دست دادن صلح در جهان خیلی متاسفیم.
3839840,pes,آنها به من خیانت کردند.
713614,pes,هیچ یک از رمان های او را نخواندم.
8104721,pes,ستارگان را دنبال کن.
8432138,pes,یک تخت چوبین بهتر از یک تابوت زرین است.
2165594,pes,شرکت یک ماه در میان محصول جدید تولید می کنه
688109,pes,آن کتاب را روی میز تحریر بگذارید.
6943955,pes,او وظیفه‌اش را انجام داد.
741016,pes,کدام نویسنده را ترجیح می‌دهید؟
796574,pes,توضیح تام خیلی پیچیده بود.
8142570,pes,دموکراسی بدترین شکل حکومت است، به استثنای همهٔ آنهای دیگری که تا کنون آزموده‌ایم!
9777181,pes,یک خطای فنی رخ داد.
787139,pes,برای کسی مردن.
7682761,pes,کمبود بودجه باید به نحوی تأمین مالی شود.
682723,pes,کیم با کن زندگی می کند.
622577,pes,مشکل شهرهای خیلی متراکم، آلودگی هواست که در اتر ترافیک بیش از اندازه به وجود می آید.
4088528,pes,مردم ایران صلح طلب هستند.
717582,pes,ما باید عادت های بد مانند آن را ترک کنیم.
699178,pes,لطفاً اینطور تند صحبت نکنید.
7724520,pes,شنا در رودخانه برای من یک لذت است.
739696,pes,لطفاً درصورت امکان کند صحبت کنید.
6948681,pes,سکوت حکمفرما بود.
588633,pes,دارد برف می آید.
741026,pes,آیا آن بانک از اینجا دور است؟
7809401,pes,آقای وزیر، من نمی‌خواهم چانه بزنم! همه را به من بدهید!
6885292,pes,دعوایی که به درازا بکشد، نشان می‌دهد که هر دو طرف مقصر هستند.
8167652,pes,هوای پاک از تندر بیم ندارد.
10743274,pes,او از طریق منشی‌اش با من مکاتبه کرد.
3793566,pes,مِری داشت به آیپادش گوش می‌کرد.
748070,pes,هنگامی که مسئله ای دارد، دوست دارد با عمویش مشورت کند.
6973027,pes,گاهی پیامدها بدتر از خود عمل است.
705470,pes,نمک و فلفل را بگردان، لطفا.
691640,pes,برنج کیلوئی فروخته می شود.
9976241,pes,اسب فقط آب خالص می‌نوشد.
691521,pes,از چه ساعتی آماده خدمت دهی خواهد بود؟
7545477,pes,او همه‌کاره است و هیچ‌کاره.
9860028,pes,مادامی که می‌توانی، شنا کن.
907899,pes,او به من شلیک کرد.
624496,pes,اگر کمی آرام تر انجامش دهی، کار سریع تر پیش می رود.
718174,pes,آیا می توانم بلیط تان را ببینم؟
732078,pes,چهره‌ی او همیشه عصبانی است.
667721,pes,در نور بد مطالعه نکنید، برای چشم هایتان بد است.
654584,pes,این جواهرات گران قیمت هستند.
791763,pes,دوست دارم با شما مکالمه داشته باشم.
724649,pes,این عکس خانواده من است.
713781,pes,آن تلویزیون هم بزرگ است هم ارزان.
892410,pes,با دوستم برای خر ید کردن رفتیم.
3186921,pes,مدرسه فردا شروع می شود.
4430637,pes,او در یک رستوران در ژاپن کار می کند.
7544907,pes,این طور با یک تیر دو نشان می‌زنم.
672668,pes,این شماره چک من است.
10245045,pes,من فکر می‌کنم تام از انجام‌دادن این کار اجتناب خواهد کرد.
775224,pes,آن جواب ما را به دور باطل می‌اندازد.
9354165,pes,نیمی از دانش‌آموزان غایب هستند.
3930067,pes,می‌دانم. آن جا بودم.
686456,pes,آن بروشور مجانی است.
8231077,pes,پسری.
7570720,pes,آنها شراب را در زیرزمین ذخیره می‌کنند.
6932438,pes,آیا من متفاوت از همه هستم؟
700687,pes,به آنها گفتم، که برایم بلیط جدیدی بفرستند.
7524556,pes,این کالاها هنوز فاقد نشان کیفیت هستند.
676203,pes,قد ماریا بلند است.
610696,pes,سلام، حالتان چطور است؟
657606,pes,مطلقاً حق با شما است.
730915,pes,تنها راه ازدیاد خوشبختی در جهان، تقسیم کردن آن است.
699258,pes,آیا شما چینی هستید یا ژاپنی؟
2174764,pes,تام وحشت‌زده بود.
4771563,pes,به تو پیشنهاد می کنم که از طرح این مسئله ی احمقانه دست برداری.
8141887,pes,او یک خط بسیار بد دارد.
3937943,pes,خیلی سپاسگزارم از کمکتان.
915340,pes,او یک گل رز در دستش داشت.
2872320,pes,شما قانون را شکستید
8152217,pes,من از بومهن می‌ترسم.
1624228,pes,هدف از مسیر غیرمستقیم، کاهش ترافیک است.
3847337,pes,او خبر چین است!
726831,pes,کجا سکونت دارید؟
729294,pes,آیا در زیر میز تحریر کتاب هائی قرار دارد؟
9696730,pes,آیا می‌توانی این چکیده را به عربی ترجمه کنی؟
4489396,pes,تام در را باز گذاشت.
2566531,pes,در موارد اضطراری با شماره 110 تماس بگیرید.
9860339,pes,بی شعور، آشغال نریز!
7937022,pes,این دیوانگی محض است.
6963156,pes,چه کسی کلیدهای مرا دزدیده است؟
6977053,pes,روی میز چه کسی یک گل است؟
10694595,pes,چراغ روشن شده بود.
745862,pes,او همسایه‌ی دیوار به دبوار ماست.
684934,pes,من نمی توانم بیشتر از این او را تحمل نمایم.
9281797,pes,ما به کمک اضافه نیازمندیم.
915304,pes,او به شدت لاغر بود.
4033429,pes,مردم پیرامون نور جمع می شوند، اما نه به خاطر بهتر دیدن، بلکه به خاطر بهتر درخشیدن.
653975,pes,او بیان داشت که گشنه است.
1195106,pes,فکر می‌کنم که او از طریق فروش ماهی پول درمی‌آورد.
733279,pes,زندگی کردن با او برای ما سخت است، چراکه راضی کردن او فقط به‌زحمت امکان‌پذیراست.
6927977,pes,اگر چیزی لازم داری خبر بده.
629131,pes,همین الآن او از خارج بازگشت.
7163244,pes,او اصلاً جرأت گفتن هیچ چیز را ندارد.
796343,pes,اگر فرانسوی حرف زدن او را گوش کنید، به‌نظرتان خواهد رسید که او فرانسوی است.
7094027,pes,تو سوگند خوردی که ما سر موقع خواهیم رسید.
10724201,pes,پشتکار بزرگترین آموزگار است.
727743,pes,ایده های او هرگز یک پاپاسی هم برای او نیاورده است.
791958,pes,انگشتانش به‌سرعت بر روی صفحه کلید حرکت می‌کرد.
6973014,pes,بدترین چیز در زمستان برف است.
774070,pes,طرح او را تایید می‌کنم.
852477,pes,خانم تامپسون می خواست این حقیقت را که میلیونر هست، پنهان کند.
6946125,pes,این یک وضعیت احمقانه است.
6970407,pes,آیا رسید را گم کرده‌ای؟
688112,pes,این است آن دهکده ای که پدر من در آن به دنیا آمدند.
8183362,pes,منصفانه عمل کن!
4843771,pes,آن بیش از یک سال پیش رخ داد.
8973639,pes,من بعضی وقتها با اتوبوس میرم و بعضی وقتها پیاده
739700,pes,من این خانه‌ی جدید را از آن خانه‌ی قدیمی بیشتر دوست دارم.
726295,pes,می گویند، که دوستانی را انتخاب کنید که برای تان سودمند است.
10743839,pes,نفرت یک مقولهٔ قلبی است، کوچک شمردن یک مقولهٔ عقلی است.
647507,pes,هرگونه تغییری در انسان، تنها در طول مدت نسبتاً طولانی ای اتفاق می افتد.
5117859,pes,من اتوبوس را از دست دادم.
1993437,pes,با دانش امروز دیروز ممکن است اشتباهات دیگری انجام دهم.
554336,pes,میخواهم با شما ملاقات داشته باشم
2038682,pes,دختر ما انگشتش را با کبریت سوزاند.
7839776,pes,آنچه در ابتدا یک بلای طبیعی بود به سرعت به یک فروپاشی ساختهٔ دست بشر تبدیل شد.
1204698,pes,در تعطیلات تابستان، معمولاً ساعت ده به تخت‌خواب می‌روم.
1582711,pes,من می خواهم فرد بهتری باشم.
657491,pes,فردا مسابقه دو 3 مایل خواهد بود.
7840980,pes,این صرفاً ساختهٔ خیالت است.
731255,pes,اینجا قبلا یک مزرعه‌ی سرسبز بود، ولی حالا یک سوپرمارکت است.
1527046,pes,او نامه ها را یکی یکی و با دقت خواند.
3840076,pes,مطمئنی؟
718222,pes,تصور می کنم، که به زودی باز گردد.
889474,pes,کشتی بزرگی در افق پیدا شد.
869631,pes,همین که صدای زنگ را شنید، تلفن را بر داشت.
7582939,pes,او زندگی خود را علیه فساد اهداء کرد.
510474,pes,این خودکارها مال او(پسر) هستند.
9778204,pes,لبت می‌بوسم و در می‌کشم می / به آب زندگانی برده‌ام پی.
9891360,pes,رایانه یک وسیلهٔ الکترونیکی است که برای انجام سلسله‌ای از عملیات منطقی استفاده می‌شود.
796505,pes,آیا حرکان بچه‌تان را احساس می‌کنید؟
795554,pes,حالا فهمیدم.
700575,pes,پس از آن که یک فنجان چای نوشید درخواست یکی دیگر کرد.
3651435,pes,هم تام و هم مری سرخ شدند.
532023,pes,حتّی هنگام گذشتن از درّه تاریک مرگ از چیزی نمی ترسم، زیرا تو همراه من هستی. عصا و چوبدستی تو مرا حمایت خواهد کرد.
737464,pes,تیم ما باخت.
624720,pes,تا جائی که من می توانم به خاطر بیاورم، او هیچگاه انسان غمگینی نیوده است.
6920684,pes,هنگامی که در دریا شنا می‌کنی باید مواظب باشی.
737932,pes,او علی‌رغم موانع متعدد موفق شد.
916361,pes,گتار جانی بهترین خواننده در مسابقات آواز یوروویژن 2011 است.
9916016,pes,من به جاودان بودن روح معتقدم.
10727292,pes,چقدر ناز!
588578,pes,ستاره های بسیاری در آسمان می درخشیدند.
829464,pes,هیچ چیز به اندازه صلح و امنیت اهمیت ندارد.
829415,pes,من نمی خواهم که کار کنم.
10329630,pes,ما به مادرش دلداری می‌دهیم.
3812582,pes,او چیزی می نویسد.
830972,pes,دامنی قرمز پوشیده بود.
7347614,pes,من حاضرم. می‌توانیم برویم؟
1469359,pes,او زندگی مرا نجات داد.
912548,pes,تنها کاری که باید بکنی این است که اتاقت را تمیز کنی.
724220,pes,آیا ما می خواهیم آشتی کنیم؟
9354172,pes,به خاطر تصحیح جملات بالا بسیار ممنون.
727750,pes,آن باد آخرین شمع ما را خاموش کرد.
9696460,pes,دنیا کی به وجود آمد؟
757328,pes,سلام، من سپیده هستم.
10767517,pes,دوست دارد یار آشفتگی / کوشش بیهوده به از خفتگی.
836648,pes,من کمی سردرد دارم.
7054730,pes,آیا شما بیدار هستید؟
8040898,pes,هوا مخلوطی از گازهای مختلف است.
8563437,pes,سگ کن سفید است.
8127563,pes,کسی که به عنوان ابزار فقط چکش دارد، در هر مسأله‌ای یک میخ می‌بیند.
3738607,pes,چقدر شما به ما پرداخت خواهید کرد؟
729190,pes,تمامی سیاهه ها با رایانه تهیه شده اند.
6938571,pes,مرگ نه فقیر می‌شناسد نه غنی.
7830362,pes,اگر می‌خواهی لاغر شوی، این رژیم غذایی را دنبال کن.
10191719,pes,او دریای بالتیک را بیشتر از دریای شمال دوست دارد.
708784,pes,مثمرترین کار آن است، که دستان یک انسان راضی انجام می دهد.
8157695,pes,او پدر عروس است.
630077,pes,دوباره خواندن کتاب ها را بر دوباره دیدن فیلم ها ترجیح می دهم.
8103014,pes,او از دود گریخت و در آتش افتاد.
2062489,pes,آنها زیان زیادی کرده اند.
720658,pes,باب شنبه به عنوان فروشنده در عطاری کار کرد.
8104661,pes,حتی یک ابر کوچک می‌تواند آسمان را تیره کند.
2171109,pes,دلم برای همه ی شما تنگ می شود.
6837582,pes,هر گردی گردو نیست.
10245095,pes,تام هر روز برای دیدن ماری به بیمارستان می‌رفت.
712833,pes,من او را در فرانسه می شناختم.
1044816,pes,با بدان منشین که صحبت بد،گرچه پاکی تو را پلید کند. آفتابی بدین بزرگی را، پاره ای ابر ناپدید کند.
682669,pes,بعد از چند روز باز خواهد گشت.
724716,pes,سگ شما اینجاست.
798568,pes,چپون چیزی از او نشنیدم، دوباره برایش نوشتم.
755127,pes,مولف آن رمان کیست؟
10552044,pes,یک روباه در آزادی بهتر از یک شیر زندانی است.
793848,pes,آن مانکن به‌خاطر لاغری‌اش معروف شد.
773693,pes,پول در آوردن هدف زندگی نیست.
728630,pes,من فقط می توانم از خودم بپرسم، آیا آن برای همه دیگران معتبر است؟
7809300,pes,کیفر به دنبال گناه می‌آید.
714183,pes,مطالعه کنید این کتاب را.
4714665,pes,من راجع به کتاب جدیدش سوال کردم.
1584113,pes,تام تنها کسی است که احتمال دارد ماری را مجاب کند.
843719,pes,من آدم‌هایم را می‌شناسم.
688105,pes,او پول بیشتری از من دارد.
654270,pes,آن دختر از ژاپن می آید.
10098517,pes,تام یک کمی لوس است، نه؟
1527091,pes,جان نمی داند چگونه گیتار بنوازد.
3719723,pes,تا حد مرگ، خسته بودم.
785610,pes,بخت و اقبال نقش مهمی در زندگی بازی می‌کند.
608504,pes,مدتی است که ایمیل های خیلی عجیبی دریافت می کنم.
852536,pes,اتوبوس بخاطر ترافیک دیر آمد.
1480131,pes,سال نو مبارک.
866450,pes,خانواده‌ی چاوز به هزاران کارگر مزرعه‌ی دیگر پیوستند که در سرتاسر کالیفرنیا سفر می‌کردند تا محصول را برای مزرعه‌داران برداشت کنند.
8287114,pes,جان یک انسان وسیعتر از آسمان و ژرفتر از دریاست.
756645,pes,من شعر گفتن را دوست دارم.
689148,pes,من گرسنه ام.
684774,pes,من یلیط را مجانی گرفتم.
1044824,pes,همه‌کاره و هیچ‌کاره.
6846080,pes,سربازان ساختمان را اشغال کردند.
791002,pes,چند هدیه دارم.
2508524,pes,ساعتم به تعمیر نیاز دارد.
741051,pes,برای چند روز هیچ چیزی نباید بخورید.
776284,pes,مینگ ژیائو هنوز نمی‌داند که سال آینده به کجا خواهد رفت.
1438183,pes,اگر انگلیسی را روان بلد باشد، استخدامش می‌کنم.
787081,pes,غذا را تا گرم است بخوریم.
8491206,pes,وضعیت نومید کننده است.
7546751,pes,ای دوست، نه هر چه درست و صواب بُوَد روا بُوَد که بگویند.
843899,pes,همسر پدر من، مادر من و مادربزرگ فرزندانم است.
10793171,pes,مهره‌های شطرنج، پیاده، اسب، فیل، رخ، فرزین و شاه هستند.
3406197,pes,تام فرار کرده است.
777445,pes,نزدیک‌ترین کیوسک تلفن کجاست؟
10732207,pes,این اختراع ویترین شرکت است.
747950,pes,آیا می توانید آن کتاب ها را به من بدهید؟
9159726,pes,من یک سرفهٔ خشک دارم.
1438227,pes,کاناپه را جا به جا کنید تا رو به شومینه باشد.
726144,pes,صدائی بلند او را در شب ترساند.
667720,pes,در حین نگاه کردن تلویزیون خوابم برد.
10180054,pes,هنوز سرکه داریم؟
694587,pes,آیا این قیمت شامل صبحانه است؟
7004859,pes,این ایده بحث برانگیز است.
1569559,pes,علیرغم دشواری زبان، خیلی زود با هم دوست شدیم.
